2958,300,900
3686,1088,400
2947,426,800
3275,1300,800
775,2326,400
3863,426,3401
3910,1016,500
5358,1064,700
236,1016,3242
6365,1088,5298
1040,221,400
2954,1314,800
405,901,700
1024,1967,6007
3388,300,6207
474,1092,900
6359,1300,6434
3116,1064,4507
1646,1608,6446
1089,1052,800
3559,901,4276
3344,821,5009
4823,905,5718
2661,2326,4470
1688,944,800
5043,1396,500
4658,1283,200
164,1001,400
5455,644,700
2753,2020,500
6751,911,700
1547,1424,800
1413,5,400
5295,627,200
1237,1501,800
3078,1016,12
2156,821,13
4022,2326,11
1987,901,13
3459,905,15
3890,1208,21
6384,1088,19
373,426,15
655,1300,19
6069,1608,20
6419,930,1100
4079,1351,600
4522,1919,600
4628,518,800
3855,1208,5123
1695,481,700
3670,1052,3191
3329,1001,5029
4658,413,6238
4195,426,3401
6028,2146,500
910,95,5859
1756,1248,700
1780,518,3217
6986,2101,4356
6835,2172,5080
2368,221,5039
1422,1283,3395
2652,1396,5544
792,556,1000
4342,122,800
2411,1314,13900
1300,481,7041
2053,1608,9100
3869,885,500
1580,2020,6242
4114,1314,5072
5777,1232,1100
2336,1967,6007
6670,1574,300
790,1293,400
2062,300,6207
6285,966,4758
6989,1064,4507
6273,1608,6446
4777,81,6698
5359,1412,1100
4377,905,5718
730,227,3058
2551,2326,4470
108,1347,400
4742,5,800
667,2172,8000
4988,1677,600
3959,1743,1000
2078,2208,800
2417,1326,500
6448,1171,600
3574,1716,900
6337,911,11000
5603,2254,900
3577,1424,10700
2945,5,10900
1748,1016,15
4332,812,9
4277,821,21
6823,2326,20
4561,5,5
782,930,13
5325,901,20
3314,1412,16
5146,2172,23
1443,300,29
2224,1208,24
5981,1064,54
2402,426,17
3491,1300,30
4460,1314,55
3425,1351,12
3576,1501,10800
6619,1816,700
6140,953,700
5388,593,1000
5356,1351,10600
3714,1208,5123
5272,291,300
4779,1326,4203
843,426,3401
3863,1350,4718
3613,627,3375
2606,235,6388
1795,398,400
1430,1652,6934
646,965,6689
810,39,800
3233,2172,5080
3906,221,5039
3517,644,4212
2406,1283,3395
2200,481,10700
551,1994,5081
1996,1919,3399
5253,1396,5544
1044,983,6932
2935,1477,600
1027,812,3151
3760,556,3737
6583,619,1100
5014,1743,6303
1506,1383,900
2461,2037,4939
1438,2020,6242
423,2014,6540
475,1314,5072
786,1816,3008
2303,556,11300
3708,122,10100
3083,1967,6007
214,164,5922
6841,966,4758
6755,1477,2901
1910,672,6310
3520,1347,5671
3949,1064,4507
4891,1127,300
2593,1608,6446
5346,901,4276
2537,1499,400
5632,1351,4391
4239,930,4327
6287,81,6698
2346,49,6582
3805,56,200
5704,814,3098
2287,1248,4729
1928,905,5718
952,1364,3285
5733,1501,1300
6459,1412,6148
2257,2326,4470
6597,1383,5781
2556,291,5672
885,2108,500
5364,1387,300
5666,953,700
1535,5,800
5395,58,600
395,2208,1500
6038,2172,3500
3440,215,400
4947,840,200
6691,483,900
6813,2208,12500
3349,334,200
5658,2179,400
312,1402,1000
2390,1109,900
142,587,400
5501,911,5500
5713,614,300
4293,213,500
2671,29,1100
6857,981,500
6272,2208,2793
666,556,47
3346,1477,9
696,812,13
6954,821,21
5417,593,5
286,953,3
5095,58,18
5167,2326,20
2476,930,22
2813,1412,30
556,2172,70
6274,2254,10
2248,2037,18
5737,2108,2
5199,164,2
2943,1088,23
4014,1967,27
6375,1919,16
337,398,15
6375,426,17
207,1314,89
995,1351,61
2011,1383,16
4198,1364,9
687,1816,11
1634,39,11
892,2208,22
5425,593,12900
6266,1351,3300
1652,1208,5123
3153,1293,3247
6034,122,3972
5656,413,6238
5237,426,3401
5803,1350,4718
3874,1394,4271
2110,1387,5956
5828,627,3375
4798,235,6388
6933,213,2913
1965,481,200
6664,1064,400
4079,95,5859
855,1640,400
503,1652,6934
5633,518,3217
3017,2101,4356
3773,1574,5915
4153,2254,5643
